Rk,Player,WS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
298,Paul George,9.2,2015-16,25,IND,81,81,1,34.8,7.5,17.9,4.9,10.9,2.6,7.0,5.6,6.5,1.0,6.0,7.0,4.1,1.9,0.4,3.3,2.8,23.1,.418,.447,.371,.860,.557,48.999,F-G,georgpa01
299,Blake Griffin,9.2,2011-12,22,LAC,66,66,1,36.2,8.5,15.5,8.5,15.2,0.0,0.2,3.7,7.1,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,.549,.556,.125,.521,.557,54.990,F-C,griffbl01
300,Chris Paul,9.2,2020-21,35,PHO,70,70,1,31.4,6.3,12.6,4.8,8.9,1.5,3.7,2.4,2.6,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,.499,.543,.395,.934,.599,55.745,G,paulch01
301,Allen Iverson,9.2,2002-03,27,PHI,82,82,1,42.5,9.8,23.7,8.8,20.0,1.0,3.7,7.0,9.0,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,.414,.440,.277,.774,.500,43.608,G,iversal01
302,Jimmy Butler,9.2,2021-22,32,MIA,57,57,1,33.9,7.0,14.5,6.5,12.5,0.5,2.0,6.9,8.0,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,.480,.520,.233,.870,.592,49.638,F-G,butleji01
303,Jerry Stackhouse,9.2,2000-01,26,DET,80,80,1,40.2,9.7,24.1,7.6,18.2,2.1,5.9,8.3,10.1,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2.0,29.8,.402,.418,.351,.822,.521,44.473,G-F,stackje01
304,Antawn Jamison,9.2,2007-08,31,WAS,79,79,1,38.7,7.8,17.9,6.3,13.5,1.5,4.5,4.2,5.5,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,.436,.468,.339,.760,.525,47.848,F,jamisan01
305,Jimmy Butler,9.1,2015-16,26,CHI,67,67,1,36.9,7.0,15.4,6.1,12.4,1.0,3.1,5.9,7.1,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9,.454,.489,.312,.832,.562,48.502,F-G,butleji01
306,David Lee,9.1,2012-13,29,GSW,79,79,1,36.8,7.6,14.7,7.6,14.6,0.0,0.1,3.2,4.1,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,.519,.521,.000,.797,.561,51.897,F-C,leeda02
307,Gary Payton,9.1,2002-03,34,MILSEA,80,80,1,40.1,8.3,18.3,7.6,16.1,0.7,2.3,3.1,4.4,1.0,3.2,4.2,8.3,1.7,0.3,2.3,2.3,20.4,.454,.476,.297,.710,.504,47.203,G,paytoga01
308,Brandon Roy,9.1,2009-10,25,POR,65,65,1,37.2,7.6,16.0,6.4,12.6,1.1,3.4,5.3,6.8,1.1,3.3,4.4,4.7,0.9,0.2,2.0,2.1,21.5,.473,.512,.330,.780,.568,50.819,G,roybr01
309,Stephen Curry,9.1,2017-18,29,GSW,51,51,1,32.0,8.4,16.9,4.2,7.1,4.2,9.8,5.5,5.9,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,.495,.595,.423,.921,.675,61.806,G,curryst01
310,Tyrese Haliburton,9.0,2023-24,23,IND,69,68,1,32.2,7.2,15.2,4.4,7.4,2.8,7.8,2.8,3.3,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,.477,.595,.364,.855,.605,57.013,G,halibty01
311,DeMar DeRozan,9.0,2016-17,27,TOR,74,74,1,35.4,9.7,20.9,9.3,19.2,0.4,1.7,7.4,8.7,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,.467,.484,.266,.842,.552,47.735,G-F,derozde01
312,Damian Lillard,9.0,2022-23,32,POR,58,58,1,36.3,9.6,20.7,5.4,9.4,4.2,11.3,8.8,9.6,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,.463,.574,.371,.914,.645,56.406,G,lillada01
313,Allen Iverson,9.0,2004-05,29,PHI,75,75,1,42.3,10.3,24.2,8.9,19.7,1.4,4.5,8.7,10.5,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,.424,.451,.308,.835,.532,45.270,G,iversal01
314,Stephen Curry,9.0,2020-21,32,GSW,63,63,1,34.2,10.4,21.7,5.1,9.0,5.3,12.7,5.7,6.3,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,.482,.569,.421,.916,.655,60.549,G,curryst01
315,Jimmy Butler,9.0,2019-20,30,MIA,58,58,1,33.8,5.9,13.1,5.4,11.0,0.5,2.1,7.6,9.1,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,.455,.495,.244,.834,.585,47.427,F-G,butleji01
316,Paul George,9.0,2012-13,22,IND,79,79,1,37.6,6.2,14.9,4.1,8.9,2.2,5.9,2.8,3.5,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,.419,.457,.362,.807,.531,49.150,F-G,georgpa01
317,Jermaine O'Neal,9.0,2003-04,25,IND,78,78,1,35.7,7.8,17.9,7.8,17.7,0.0,0.2,4.5,5.9,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2,20.1,.434,.438,.111,.757,.489,43.500,C-F,onealje01
318,Jamal Mashburn,9.0,2002-03,30,NOH,82,81,1,40.5,8.2,19.3,6.7,15.6,1.5,3.7,3.8,4.5,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6,.422,.430,.389,.848,.507,45.996,F,mashbja01
319,Blake Griffin,9.0,2014-15,25,LAC,67,67,1,35.2,8.6,17.1,8.4,16.7,0.1,0.4,4.6,6.4,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,.502,.504,.400,.728,.551,50.612,F-C,griffbl01
320,Kyrie Irving,9.0,2018-19,26,BOS,67,67,1,33.0,9.0,18.5,6.4,12.0,2.6,6.5,3.2,3.7,1.1,3.9,5.0,6.9,1.5,0.5,2.6,2.5,23.8,.487,.533,.401,.873,.592,55.681,G,irvinky01
321,Chris Bosh,9.0,2012-13,28,MIA,74,74,1,33.2,6.6,12.3,6.3,11.3,0.3,1.0,3.3,4.1,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,.535,.557,.284,.798,.592,54.631,F-C,boshch01
322,Kevin Garnett,9.0,2010-11,34,BOS,71,71,1,31.3,6.1,11.6,6.1,11.5,0.0,0.1,2.6,3.1,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,.528,.530,.200,.862,.575,52.859,F-C,garneke01
323,Brook Lopez,9.0,2012-13,24,BRK,74,74,1,30.4,7.7,14.8,7.7,14.8,0.0,0.0,4.0,5.3,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,.521,.522,.000,.758,.567,52.102,C,lopezbr01
324,Kyrie Irving,8.9,2016-17,24,CLE,72,72,1,35.1,9.3,19.7,6.9,13.6,2.5,6.1,4.1,4.6,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,.473,.505,.401,.905,.580,53.486,G,irvinky01
325,Jimmy Butler,8.9,2017-18,28,MIN,59,59,1,36.7,7.4,15.6,6.2,12.2,1.2,3.4,6.2,7.2,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,.474,.509,.350,.854,.590,51.249,F-G,butleji01
326,Jason Kidd,8.9,2001-02,28,NJN,82,82,1,37.3,5.4,13.9,4.0,9.4,1.4,4.4,2.5,3.0,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,.391,.424,.321,.814,.484,44.244,G,kiddja01
327,Kyrie Irving,8.9,2017-18,25,BOS,60,60,1,32.2,8.9,18.1,6.1,11.3,2.8,6.8,3.9,4.4,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,24.4,.491,.541,.408,.889,.610,56.762,G,irvinky01
328,Kawhi Leonard,8.9,2023-24,32,LAC,68,68,1,34.3,9.0,17.1,6.9,12.1,2.1,4.9,3.7,4.2,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,.525,.569,.417,.885,.626,58.520,F,leonaka01
329,Donovan Mitchell,8.9,2022-23,26,CLE,68,68,1,35.8,10.0,20.6,6.4,11.3,3.6,9.3,4.7,5.4,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,.484,.566,.386,.867,.614,57.168,G,mitchdo01
330,Rasheed Wallace,8.9,2005-06,31,DET,80,80,1,34.8,5.7,13.3,3.8,7.9,1.9,5.4,1.7,2.3,1.1,5.7,6.8,2.3,1.0,1.6,1.1,2.9,15.1,.430,.480,.357,.743,.527,50.281,F-C,wallara01
331,Ray Allen,8.9,2001-02,26,MIL,69,67,1,36.6,7.7,16.6,4.4,9.0,3.3,7.7,3.1,3.6,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8,.462,.485,.434,.873,.598,56.141,G,allenra02
332,Chris Paul,8.9,2019-20,34,OKC,70,70,1,31.5,6.2,12.7,4.6,8.3,1.6,4.3,3.6,4.0,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,.489,.554,.365,.907,.610,55.186,G,paulch01
333,Paul George,8.9,2017-18,27,OKC,79,79,1,36.6,7.3,17.0,4.2,9.3,3.1,7.7,4.3,5.2,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,21.9,.430,.454,.401,.822,.570,52.090,F-G,georgpa01
334,Jason Kidd,8.9,2009-10,36,DAL,80,80,1,36.0,3.6,8.4,1.4,3.2,2.2,5.2,1.0,1.2,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3,.423,.420,.425,.808,.577,55.440,G,kiddja01
335,DeMar DeRozan,8.8,2013-14,24,TOR,79,79,1,38.2,7.6,17.8,6.8,15.2,0.8,2.7,6.6,8.0,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,.429,.451,.305,.824,.532,45.203,G-F,derozde01
336,Josh Howard,8.8,2006-07,26,DAL,70,69,1,35.1,7.0,15.4,5.7,11.9,1.3,3.4,3.5,4.2,1.9,4.9,6.8,1.8,1.2,0.8,1.8,2.6,18.9,.459,.480,.385,.827,.548,50.140,F-G,howarjo01
337,Klay Thompson,8.8,2014-15,24,GSW,77,77,1,31.9,7.8,16.9,4.7,9.8,3.1,7.1,2.9,3.3,0.4,2.9,3.2,2.9,1.1,0.8,1.9,1.6,21.7,.463,.481,.439,.879,.591,55.543,G-F,thompkl01
338,Luka Dončić,8.8,2019-20,20,DAL,61,61,1,33.6,9.5,20.6,6.7,11.7,2.8,8.9,7.0,9.2,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8,.463,.574,.316,.758,.585,53.108,G-F,doncilu01
339,John Wall,8.8,2016-17,26,WAS,78,78,1,36.4,8.3,18.4,7.2,14.9,1.1,3.5,5.4,6.8,0.8,3.4,4.2,10.7,2.0,0.6,4.1,1.9,23.1,.451,.480,.327,.801,.541,48.188,G,walljo01
340,Dwyane Wade,8.8,2006-07,25,MIA,51,50,1,37.9,9.3,18.9,8.8,17.3,0.4,1.5,8.5,10.5,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,.491,.511,.266,.807,.583,50.156,G,wadedw01
341,Kawhi Leonard,8.8,2020-21,29,LAC,52,52,1,34.1,8.9,17.5,7.0,12.6,1.9,4.9,5.0,5.7,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,.512,.557,.398,.885,.622,56.773,F,leonaka01
342,DeMar DeRozan,8.8,2021-22,32,CHI,76,76,1,36.1,10.2,20.2,9.5,18.3,0.7,1.9,6.8,7.8,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,.504,.520,.352,.877,.590,52.052,G-F,derozde01
343,Joel Embiid,8.8,2020-21,26,PHI,51,51,1,31.1,9.0,17.6,7.9,14.6,1.1,3.0,9.2,10.7,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5,.513,.541,.377,.859,.636,54.505,C,embiijo01
344,Mehmet Okur,8.8,2006-07,27,UTA,80,80,1,33.3,6.1,13.3,4.5,9.1,1.6,4.2,3.7,4.8,2.0,5.2,7.2,2.0,0.5,0.5,1.6,3.2,17.6,.462,.498,.384,.765,.571,52.262,C-F,okurme01
345,Yao Ming,8.7,2002-03,22,HOU,82,72,1,29.0,4.9,9.8,4.9,9.8,0.0,0.0,3.7,4.5,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,.498,.498,.500,.811,.570,49.876,C,mingya01
346,Wally Szczerbiak,8.7,2001-02,24,MIN,82,82,1,38.0,7.4,14.6,6.4,12.3,1.1,2.3,2.8,3.3,1.5,3.3,4.8,3.1,0.8,0.3,2.2,2.3,18.7,.508,.517,.455,.831,.580,54.375,F,szczewa02
347,Joel Embiid,8.7,2018-19,24,PHI,64,64,1,33.7,9.1,18.7,7.8,14.6,1.2,4.1,8.2,10.1,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,.484,.535,.300,.804,.593,51.668,C,embiijo01
348,Kawhi Leonard,8.7,2019-20,28,LAC,57,57,1,32.4,9.3,19.9,7.2,14.2,2.2,5.7,6.2,7.1,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,.470,.506,.378,.886,.589,52.383,F,leonaka01
349,Zion Williamson,8.7,2020-21,20,NOP,61,61,1,33.2,10.4,17.0,10.2,16.4,0.2,0.6,6.0,8.7,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,.611,.622,.294,.698,.649,61.620,F-C,willizi01
350,Al Horford,8.7,2014-15,28,ATL,76,76,1,30.5,6.8,12.7,6.7,12.2,0.1,0.5,1.4,1.9,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6,15.2,.538,.547,.306,.759,.563,54.352,C-F,horfoal01
351,Chris Webber,8.6,2001-02,28,SAC,54,54,1,38.4,9.9,19.9,9.8,19.6,0.1,0.4,4.7,6.3,2.8,7.3,10.1,4.8,1.7,1.4,2.9,3.4,24.5,.495,.499,.263,.749,.540,49.721,F-C,webbech01
352,Tracy McGrady,8.6,2006-07,27,HOU,71,71,1,35.8,9.0,20.8,7.2,15.5,1.8,5.4,4.9,6.9,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9,24.6,.431,.466,.331,.707,.515,47.365,G-F,mcgratr01
353,LaMarcus Aldridge,8.6,2014-15,29,POR,71,71,1,35.4,9.3,19.9,8.8,18.5,0.5,1.5,4.3,5.1,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,.466,.475,.352,.845,.528,47.880,F-C,aldrila01
354,Tony Parker,8.6,2008-09,26,SAS,72,71,1,34.1,8.9,17.5,8.6,16.6,0.3,0.9,3.9,5.0,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22.0,.506,.518,.292,.782,.556,51.346,G,parketo01
355,Giannis Antetokounmpo,8.6,2022-23,28,MIL,63,63,1,32.1,11.2,20.3,10.5,17.6,0.7,2.7,7.9,12.3,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,.553,.596,.275,.645,.605,57.160,F-G,antetgi01
356,Kemba Walker,8.6,2017-18,27,CHO,80,80,1,34.2,7.4,17.0,4.5,9.5,2.9,7.5,4.5,5.3,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,22.1,.431,.469,.384,.864,.572,51.614,G,walkeke02
357,Yao Ming,8.6,2005-06,25,HOU,57,57,1,34.2,8.2,15.8,8.2,15.8,0.0,0.0,5.9,6.9,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3,.519,.519,.000,.853,.592,51.889,C,mingya01
358,DeMar DeRozan,8.5,2022-23,33,CHI,74,74,1,36.2,8.9,17.6,8.3,15.7,0.6,1.9,6.2,7.1,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,.504,.526,.324,.872,.592,52.187,G-F,derozde01
359,LeBron James,8.5,2023-24,39,LAL,71,71,1,35.3,9.6,17.9,7.5,12.8,2.1,5.1,4.3,5.7,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,.540,.592,.410,.750,.630,59.850,F-G,jamesle01
360,Ben Wallace,8.5,2004-05,30,DET,74,74,1,36.1,4.0,8.8,4.0,8.7,0.0,0.1,1.8,4.1,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,.453,.458,.111,.428,.459,45.392,F-C,wallabe01
361,Michael Finley,8.5,2000-01,27,DAL,82,82,1,42.0,8.7,18.9,7.6,15.7,1.1,3.2,3.1,4.0,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1,21.5,.458,.481,.346,.775,.521,48.744,G-F,finlemi01
362,Jarrett Allen,8.5,2021-22,23,CLE,56,56,1,32.3,6.6,9.7,6.6,9.6,0.0,0.2,2.9,4.2,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,.677,.688,.100,.708,.698,67.798,C-F,allenja01
363,Bam Adebayo,8.5,2019-20,22,MIA,72,72,1,33.6,6.1,11.0,6.1,10.8,0.0,0.2,3.7,5.3,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9,.557,.564,.143,.691,.598,55.823,C-F,adebaba01
364,Kevin Durant,8.4,2021-22,33,BRK,55,55,1,37.2,10.5,20.3,8.4,14.8,2.1,5.5,6.8,7.4,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,.518,.568,.383,.910,.634,56.996,F-G,duranke01
365,Tracy McGrady,8.4,2003-04,24,ORL,67,67,1,39.9,9.7,23.4,7.1,15.7,2.6,7.7,5.9,7.5,1.4,4.6,6.0,5.5,1.4,0.6,2.7,1.9,28.0,.417,.455,.339,.796,.526,47.254,G-F,mcgratr01
366,Rashard Lewis,8.4,2004-05,25,SEA,71,71,1,38.0,7.5,16.2,5.1,10.1,2.4,6.1,3.1,4.0,1.5,3.9,5.5,1.3,1.1,0.9,1.7,2.2,20.5,.462,.499,.400,.777,.571,53.736,F,lewisra02
367,Joe Johnson,8.4,2009-10,28,ATL,76,76,1,38.0,8.4,18.2,6.7,13.6,1.7,4.6,2.9,3.5,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,.458,.488,.369,.818,.538,50.469,G-F,johnsjo02
368,David West,8.4,2007-08,27,NOH,76,76,1,37.8,8.3,17.2,8.2,16.8,0.1,0.3,3.9,4.6,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,.482,.487,.240,.850,.535,48.429,F-C,westda01
369,Yao Ming,8.3,2007-08,27,HOU,55,55,1,37.2,7.9,15.5,7.9,15.5,0.0,0.0,6.3,7.4,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1,22.0,.507,.508,.000,.850,.587,50.704,C,mingya01
370,Paul Pierce,8.3,2009-10,32,BOS,71,71,1,34.0,5.8,12.2,4.2,8.5,1.5,3.7,5.2,6.1,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,.472,.497,.414,.852,.613,53.460,F-G,piercpa01
371,Paul Millsap,8.3,2014-15,29,ATL,73,73,1,32.7,6.1,12.7,5.0,9.8,1.1,3.0,3.5,4.6,1.9,5.9,7.8,3.1,1.8,0.9,2.3,2.8,16.7,.476,.513,.356,.757,.565,51.774,F,millspa01
372,Tim Duncan,8.3,2012-13,36,SAS,69,69,1,30.1,7.1,14.1,7.1,14.0,0.0,0.1,3.6,4.3,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,.502,.504,.286,.817,.554,50.307,F-C,duncati01
373,Kevin Durant,8.3,2023-24,35,PHO,75,75,1,37.2,10.0,19.1,7.8,13.7,2.2,5.4,4.8,5.6,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,.523,.567,.413,.856,.626,58.148,F-G,duranke01
374,Victor Oladipo,8.2,2017-18,25,IND,75,75,1,34.0,8.5,17.9,6.4,12.1,2.1,5.8,3.9,4.9,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1,.477,.528,.371,.799,.577,53.689,G,oladivi01
375,Draymond Green,8.2,2016-17,26,GSW,76,76,1,32.5,3.6,8.6,2.5,5.1,1.1,3.5,2.0,2.8,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2,.418,.494,.308,.709,.522,48.077,F,greendr01
376,Ben Simmons,8.2,2018-19,22,PHI,79,79,1,34.2,6.8,12.2,6.8,12.1,0.0,0.1,3.3,5.4,2.2,6.6,8.8,7.7,1.4,0.8,3.5,2.6,16.9,.563,.566,.000,.600,.582,56.250,G-F,simmobe01
377,Marc Gasol,8.2,2011-12,27,MEM,65,65,1,36.5,5.5,11.4,5.5,11.2,0.0,0.2,3.6,4.9,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,.482,.489,.083,.748,.541,48.311,C,gasolma01
378,Carmelo Anthony,8.2,2007-08,23,DEN,77,77,1,36.4,9.5,19.2,8.7,17.1,0.8,2.1,6.0,7.7,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,.492,.509,.354,.786,.568,51.114,F,anthoca01
379,Lauri Markkanen,8.2,2022-23,25,UTA,66,66,1,34.4,8.7,17.3,5.6,9.6,3.0,7.7,5.3,6.0,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,.499,.585,.391,.875,.640,58.603,F-C,markkla01
380,Baron Davis,8.2,2001-02,22,CHH,82,82,1,40.5,6.8,16.4,4.7,10.5,2.1,5.8,2.4,4.1,1.1,3.1,4.3,8.5,2.1,0.6,3.0,2.9,18.1,.417,.451,.356,.580,.498,48.024,G,davisba01
381,Dikembe Mutombo,8.1,2000-01,34,ATLPHI,75,75,1,34.5,3.6,7.4,3.6,7.4,0.0,0.0,2.8,3.9,4.1,9.4,13.5,1.0,0.4,2.7,1.9,2.7,10.0,.484,.484,,.725,.547,48.381,C,mutomdi01
382,Kobe Bryant,8.1,2004-05,26,LAL,66,66,1,40.7,8.7,20.1,6.7,14.2,2.0,5.9,8.2,10.1,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,.433,.472,.339,.816,.563,48.225,G-F,bryanko01
383,Richard Hamilton,8.1,2006-07,28,DET,75,75,1,36.8,7.3,15.6,6.7,13.9,0.6,1.7,4.6,5.4,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,.468,.483,.341,.861,.551,48.632,G-F,hamilri01
384,Zydrunas Ilgauskas,8.1,2004-05,29,CLE,78,78,1,33.5,5.9,12.6,5.8,12.5,0.0,0.1,5.2,6.4,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4.0,16.9,.468,.469,.286,.799,.550,46.885,C,ilgauzy01
385,Kemba Walker,8.1,2016-17,26,CHO,79,79,1,34.7,8.1,18.3,5.1,10.7,3.0,7.6,3.8,4.5,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,.444,.476,.399,.847,.569,52.657,G,walkeke02
386,Julius Randle,8.1,2022-23,28,NYK,77,77,1,35.5,8.5,18.6,5.7,10.3,2.8,8.3,5.2,6.9,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,.459,.553,.343,.757,.581,53.561,F-C,randlju01
387,Tyrese Maxey,8.1,2023-24,23,PHI,70,70,1,37.5,9.1,20.3,6.1,12.1,3.0,8.1,4.7,5.4,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,.450,.501,.373,.868,.573,52.431,G,maxeyty01
388,Andrew Bynum,8.0,2011-12,24,LAL,60,60,1,35.2,7.4,13.3,7.4,13.2,0.0,0.1,3.9,5.6,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,.558,.560,.200,.692,.594,55.842,C,bynuman01
389,Dwight Howard,8.0,2013-14,28,HOU,71,71,1,33.7,6.7,11.3,6.6,11.2,0.0,0.1,4.9,9.0,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,.591,.594,.286,.547,.600,59.250,C,howardw01
390,Klay Thompson,8.0,2015-16,25,GSW,80,80,1,33.3,8.1,17.3,4.7,9.2,3.5,8.1,2.4,2.8,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1,.470,.510,.425,.873,.597,56.926,G-F,thompkl01
391,Blake Griffin,8.0,2018-19,29,DET,75,75,1,35.0,8.3,17.9,5.7,10.9,2.5,7.0,5.5,7.3,1.3,6.2,7.5,5.4,0.7,0.4,3.4,2.7,24.5,.462,.525,.362,.753,.581,53.207,F-C,griffbl01
392,Chris Bosh,8.0,2013-14,29,MIA,79,79,1,32.0,6.2,12.1,5.3,9.3,0.9,2.8,2.8,3.4,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,.516,.569,.339,.820,.597,55.509,F-C,boshch01
393,Brandon Roy,8.0,2007-08,23,POR,74,74,1,37.7,7.2,15.8,6.2,12.9,1.0,2.9,3.8,5.0,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0,19.1,.454,.480,.340,.753,.531,48.504,G,roybr01
394,Metta World Peace,8.0,2003-04,24,IND,73,71,1,37.2,6.4,15.2,5.4,11.9,1.0,3.3,4.4,6.0,1.4,3.9,5.3,3.7,2.1,0.7,2.8,2.7,18.3,.421,.452,.310,.733,.511,45.459,F,artesro01
395,Amar'e Stoudemire,8.0,2010-11,28,NYK,78,78,1,36.8,9.5,19.0,9.4,18.7,0.1,0.3,6.1,7.7,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,.502,.503,.435,.792,.565,50.540,F-C,stoudam01
396,Stephen Curry,8.0,2021-22,33,GSW,64,64,1,34.5,8.4,19.1,3.9,7.4,4.5,11.7,4.3,4.7,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,.437,.527,.380,.923,.601,55.351,G,curryst01
397,Danny Granger,8.0,2008-09,25,IND,67,66,1,36.2,8.5,19.1,5.8,12.3,2.7,6.7,6.0,6.9,0.7,4.4,5.1,2.7,1.0,1.4,2.5,3.1,25.8,.447,.470,.404,.878,.584,51.840,F,grangda01
398,Carmelo Anthony,7.9,2009-10,25,DEN,69,69,1,38.2,10.0,21.8,9.1,19.1,0.9,2.7,7.4,8.9,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,.458,.478,.316,.830,.548,47.770,F,anthoca01
