Rk,Player,WS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
399,John Wall,7.9,2013-14,23,WAS,82,82,1,36.3,7.1,16.3,5.7,12.5,1.3,3.8,3.9,4.8,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,.433,.458,.351,.805,.524,47.345,G,walljo01
400,Russell Westbrook,7.9,2011-12,23,OKC,66,66,1,35.3,8.8,19.2,7.8,16.2,0.9,3.0,5.2,6.3,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,.457,.482,.316,.823,.538,48.104,G,westbru01
401,Zach Randolph,7.9,2012-13,31,MEM,76,75,1,34.3,6.2,13.5,6.2,13.2,0.0,0.3,3.0,3.9,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,.460,.469,.087,.750,.506,46.094,F-C,randoza01
402,Khris Middleton,7.9,2019-20,28,MIL,62,59,1,29.9,7.6,15.3,5.2,9.6,2.4,5.7,3.4,3.7,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,.497,.546,.415,.916,.619,57.497,F-G,middlkh01
403,Carmelo Anthony,7.9,2010-11,26,DENNYK,77,77,1,35.7,8.9,19.5,7.6,16.3,1.2,3.3,6.6,7.9,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,.455,.470,.378,.838,.557,48.669,F,anthoca01
404,Stephon Marbury,7.8,2000-01,23,NJN,67,67,1,38.2,8.4,19.1,6.8,14.1,1.6,5.0,5.4,6.8,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2,23.9,.441,.481,.328,.790,.540,48.395,G,marbust01
405,Al Horford,7.8,2017-18,31,BOS,72,72,1,31.6,5.1,10.5,3.8,7.3,1.3,3.1,1.3,1.7,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,12.9,.489,.514,.429,.783,.575,55.312,C-F,horfoal01
406,Shaquille O'Neal,7.8,2008-09,36,PHO,75,75,1,30.0,6.8,11.2,6.8,11.2,0.0,0.0,4.1,6.9,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,.609,.610,.000,.595,.623,60.880,C,onealsh01
407,Julius Randle,7.8,2020-21,26,NYK,71,71,1,37.6,8.5,18.6,6.2,13.1,2.3,5.5,4.9,6.0,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,.456,.474,.411,.811,.567,51.628,F-C,randlju01
408,John Wall,7.8,2014-15,24,WAS,79,79,1,35.9,6.6,14.8,5.7,12.0,0.8,2.7,3.6,4.6,0.5,4.2,4.6,10.0,1.7,0.6,3.8,2.3,17.6,.445,.478,.300,.785,.523,47.298,G,walljo01
409,Stephen Curry,7.8,2022-23,34,GSW,56,56,1,34.7,10.0,20.2,5.1,8.8,4.9,11.4,4.6,5.0,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,.493,.579,.427,.915,.656,61.386,G,curryst01
410,Antonio McDyess,7.8,2000-01,26,DEN,70,70,1,36.5,8.2,16.6,8.2,16.6,0.0,0.0,4.3,6.2,3.4,8.6,12.1,2.1,0.6,1.5,2.3,3.1,20.8,.495,.495,,.700,.538,49.528,F-C,mcdyean01
411,Pascal Siakam,7.8,2022-23,28,TOR,71,71,1,37.4,8.9,18.5,7.6,14.5,1.3,4.0,5.2,6.7,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,.480,.523,.324,.774,.565,51.523,F-C,siakapa01
412,David West,7.8,2008-09,28,NOH,76,76,1,39.2,8.0,17.0,7.9,16.7,0.1,0.3,4.8,5.5,2.1,6.4,8.5,2.3,0.6,0.9,2.1,2.7,21.0,.472,.477,.240,.884,.540,47.446,F-C,westda01
413,Jeff Teague,7.7,2014-15,26,ATL,73,72,1,30.5,5.6,12.2,4.6,9.3,1.0,2.8,3.8,4.4,0.4,2.1,2.5,7.0,1.7,0.4,2.8,1.9,15.9,.460,.496,.343,.862,.566,50.000,G,teaguje01
414,Dwight Howard,7.7,2011-12,26,ORL,54,54,1,38.3,7.7,13.4,7.7,13.3,0.0,0.1,5.2,10.6,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,.573,.579,.000,.491,.569,57.300,C,howardw01
415,Dwyane Wade,7.7,2011-12,30,MIA,49,49,1,33.2,8.5,17.1,8.2,15.9,0.3,1.1,4.8,6.1,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,.497,.513,.268,.791,.559,50.597,G,wadedw01
416,Richard Hamilton,7.7,2007-08,29,DET,72,72,1,33.7,6.9,14.3,6.1,12.3,0.9,2.0,2.6,3.1,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4,17.3,.484,.492,.440,.833,.552,51.456,G-F,hamilri01
417,Luka Dončić,7.7,2020-21,21,DAL,66,66,1,34.3,9.8,20.5,6.9,12.2,2.9,8.3,5.2,7.1,0.8,7.2,8.0,8.6,1.0,0.5,4.3,2.3,27.7,.479,.567,.350,.730,.587,54.996,G-F,doncilu01
418,Damian Lillard,7.7,2023-24,33,MIL,73,73,1,35.3,7.4,17.5,4.4,9.0,3.0,8.5,6.5,7.0,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,.424,.490,.354,.920,.590,50.979,G,lillada01
419,Tim Duncan,7.7,2010-11,34,SAS,76,76,1,28.4,5.5,11.0,5.5,11.0,0.0,0.1,2.4,3.4,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,.500,.502,.000,.716,.537,50.000,F-C,duncati01
420,Marc Gasol,7.7,2016-17,32,MEM,74,74,1,34.2,7.2,15.7,5.8,12.1,1.4,3.6,3.8,4.5,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,.459,.480,.388,.837,.554,50.345,C,gasolma01
421,Richard Hamilton,7.6,2005-06,27,DET,80,80,1,35.3,8.1,16.5,7.4,15.0,0.7,1.5,3.2,3.8,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1,.491,.494,.458,.845,.553,51.172,G-F,hamilri01
422,Tyrese Haliburton,7.6,2022-23,22,IND,56,56,1,33.6,7.4,15.0,4.5,7.8,2.9,7.2,3.1,3.6,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,.490,.572,.400,.871,.624,58.561,G,halibty01
423,James Harden,7.6,2021-22,32,BRKPHI,65,65,1,37.2,6.3,15.3,4.0,8.4,2.3,6.9,7.2,8.2,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,.410,.476,.330,.877,.583,48.488,G,hardeja01
424,DeMarcus Cousins,7.6,2016-17,26,NOPSAC,72,72,1,34.2,9.0,19.9,7.2,14.8,1.8,5.0,7.2,9.3,2.1,8.9,11.0,4.6,1.4,1.3,3.7,3.9,27.0,.452,.483,.361,.772,.562,49.756,C-F,couside01
425,Luka Dončić,7.6,2021-22,22,DAL,65,65,1,35.4,9.9,21.6,6.8,12.8,3.1,8.8,5.6,7.5,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,.457,.528,.353,.744,.571,52.851,G-F,doncilu01
426,Devin Booker,7.6,2021-22,25,PHO,68,68,1,34.5,9.7,20.9,7.0,13.9,2.7,7.0,4.6,5.3,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,.466,.508,.383,.868,.576,53.026,G,bookede01
427,Jamaal Magloire,7.6,2003-04,25,NOH,82,82,1,33.9,4.7,9.9,4.7,9.9,0.0,0.0,4.3,5.7,3.3,7.1,10.3,1.0,0.5,1.2,2.5,3.4,13.6,.473,.474,.000,.751,.551,47.342,C,magloja01
428,Rasheed Wallace,7.6,2007-08,33,DET,77,76,1,30.5,4.9,11.3,3.4,7.2,1.5,4.1,1.5,1.9,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8,12.7,.432,.476,.356,.767,.523,49.655,F-C,wallara01
429,Dwight Howard,7.6,2012-13,27,LAL,76,76,1,35.8,6.2,10.7,6.2,10.6,0.0,0.1,4.7,9.5,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,.578,.581,.167,.492,.573,57.872,C,howardw01
430,Bradley Beal,7.6,2018-19,25,WAS,82,82,1,36.9,9.3,19.6,6.8,12.4,2.5,7.3,4.4,5.5,1.1,3.9,5.0,5.5,1.5,0.7,2.7,2.8,25.6,.475,.548,.351,.808,.581,53.978,G,bealbr01
431,Dirk Nowitzki,7.6,2011-12,33,DAL,62,62,1,33.5,7.6,16.7,6.4,13.3,1.3,3.4,5.1,5.7,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,.457,.481,.368,.896,.564,49.516,F-C,nowitdi01
432,Joe Johnson,7.6,2008-09,27,ATL,79,79,1,39.5,7.8,18.0,6.0,12.7,1.9,5.2,3.8,4.6,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4,.437,.468,.360,.826,.534,48.908,G-F,johnsjo02
433,Domantas Sabonis,7.5,2019-20,23,IND,62,62,1,34.8,7.4,13.7,7.1,12.6,0.3,1.1,3.5,4.8,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5,.540,.565,.254,.723,.586,55.012,C-F,sabondo01
434,Devin Harris,7.5,2008-09,25,NJN,69,69,1,36.1,6.6,15.1,5.7,11.9,0.9,3.2,7.2,8.8,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3,.438,.477,.291,.820,.563,46.872,G,harride01
435,Allan Houston,7.5,2000-01,29,NYK,78,78,1,36.6,6.9,15.5,5.7,12.3,1.2,3.2,3.6,3.9,0.3,3.4,3.6,2.2,0.7,0.1,2.1,2.4,18.7,.449,.467,.381,.909,.543,48.841,G,houstal01
436,Anthony Edwards,7.5,2023-24,22,MIN,79,78,1,35.1,9.1,19.7,6.7,13.0,2.4,6.7,5.4,6.4,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,.461,.515,.357,.836,.575,52.182,G-F,edwaran01
437,Joel Embiid,7.5,2023-24,29,PHI,39,39,1,33.6,11.5,21.8,10.2,18.3,1.4,3.6,10.2,11.6,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,.529,.556,.388,.883,.644,56.052,C,embiijo01
438,Devin Booker,7.5,2019-20,23,PHO,70,70,1,35.9,9.0,18.3,6.9,12.6,2.0,5.7,6.7,7.3,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,.489,.549,.354,.919,.618,54.365,G,bookede01
439,LeBron James,7.5,2021-22,37,LAL,56,56,1,37.2,11.4,21.8,8.6,13.8,2.9,8.0,4.5,6.0,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,.524,.620,.359,.756,.619,59.009,F-G,jamesle01
440,Kyle Korver,7.5,2014-15,33,ATL,75,75,1,32.2,3.9,8.0,0.9,2.0,2.9,6.0,1.4,1.6,0.2,3.9,4.1,2.6,0.7,0.6,1.4,1.9,12.1,.487,.470,.492,.898,.699,67.083,G-F,korveky01
441,LaMarcus Aldridge,7.5,2013-14,28,POR,69,69,1,36.2,9.4,20.6,9.4,20.4,0.0,0.2,4.3,5.2,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,.458,.461,.200,.822,.507,45.924,F-C,aldrila01
442,Baron Davis,7.5,2003-04,24,NOH,67,66,1,40.1,8.3,20.9,5.5,12.2,2.8,8.7,3.5,5.3,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,.395,.448,.321,.673,.492,46.184,G,davisba01
443,Kyle Lowry,7.5,2019-20,33,TOR,58,58,1,36.2,5.8,13.8,2.9,5.8,2.8,8.0,5.1,5.9,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,.416,.504,.352,.857,.590,51.806,G,lowryky01
444,Kyrie Irving,7.4,2022-23,30,BRKDAL,60,60,1,37.4,9.9,20.1,6.8,11.8,3.1,8.3,4.1,4.6,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,.494,.574,.379,.905,.613,57.190,G,irvinky01
445,Yao Ming,7.4,2006-07,26,HOU,48,48,1,33.8,8.8,17.1,8.8,17.0,0.0,0.0,7.4,8.6,2.1,7.3,9.4,2.0,0.4,2.0,3.5,3.3,25.0,.516,.518,.000,.862,.601,51.648,C,mingya01
446,Bam Adebayo,7.4,2022-23,25,MIA,75,75,1,34.6,8.0,14.9,8.0,14.7,0.0,0.2,4.3,5.4,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,.540,.545,.083,.806,.592,54.084,C-F,adebaba01
447,Alonzo Mourning,7.4,2001-02,31,MIA,75,74,1,32.7,6.0,11.5,5.9,11.5,0.0,0.0,3.8,5.7,2.4,6.0,8.4,1.2,0.4,2.5,2.4,3.4,15.7,.516,.517,.333,.657,.558,51.674,C-F,mournal01
448,Vlade Divac,7.4,2000-01,32,SAC,81,81,1,29.9,4.5,9.3,4.4,9.1,0.0,0.2,3.0,4.3,2.6,5.8,8.3,2.9,1.1,1.1,2.4,3.0,12.0,.482,.486,.286,.691,.536,48.477,C,divacvl01
449,Kyrie Irving,7.4,2020-21,28,BRK,54,54,1,34.9,10.2,20.1,7.4,13.1,2.8,7.0,3.7,4.0,1.0,3.8,4.8,6.0,1.4,0.7,2.4,2.6,26.9,.506,.561,.402,.922,.614,57.551,G,irvinky01
450,Andre Drummond,7.4,2015-16,22,DET,81,81,1,32.9,6.8,13.1,6.8,13.0,0.0,0.1,2.6,7.2,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,16.2,.521,.522,.333,.355,.499,52.170,C,drumman01
451,De'Aaron Fox,7.4,2022-23,25,SAC,73,73,1,33.4,9.3,18.2,7.7,13.2,1.6,5.0,4.7,6.0,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,.512,.584,.324,.780,.599,55.710,G,foxde01
452,Kemba Walker,7.4,2018-19,28,CHO,82,82,1,34.9,8.9,20.5,5.7,11.6,3.2,8.9,4.6,5.5,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6,.434,.494,.356,.844,.558,51.128,G,walkeke02
453,Kevin Garnett,7.3,2009-10,33,BOS,69,69,1,29.9,5.8,11.2,5.8,11.1,0.0,0.1,2.7,3.2,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,.521,.523,.200,.837,.569,52.137,F-C,garneke01
454,Joakim Noah,7.3,2012-13,27,CHI,66,64,1,36.8,4.6,9.5,4.6,9.5,0.0,0.1,2.7,3.6,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,.481,.485,.000,.751,.534,48.095,C,noahjo01
455,Dejounte Murray,7.3,2021-22,25,SAS,68,68,1,34.8,8.4,18.3,7.0,13.9,1.4,4.3,2.9,3.6,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,.462,.504,.327,.794,.533,50.040,G,murrade01
456,Deron Williams,7.3,2010-11,26,NJNUTA,65,65,1,37.9,6.6,15.0,5.0,10.1,1.6,4.9,5.4,6.3,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1,.439,.491,.331,.845,.566,49.282,G,willide01
457,Paul George,7.3,2023-24,33,LAC,74,74,1,33.8,7.9,16.7,4.6,8.8,3.3,7.9,3.6,3.9,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,.471,.523,.413,.907,.613,56.917,F-G,georgpa01
458,Chris Paul,7.3,2009-10,24,NOH,45,45,1,38.0,7.0,14.2,5.8,11.3,1.2,2.8,3.6,4.2,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7,.493,.514,.409,.847,.584,53.375,G,paulch01
459,Andre Iguodala,7.3,2011-12,28,PHI,62,62,1,35.6,4.6,10.2,3.4,7.1,1.2,3.1,2.0,3.2,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,12.4,.454,.481,.394,.617,.537,51.424,F-G,iguodan01
460,Carmelo Anthony,7.3,2006-07,22,DEN,65,65,1,38.2,10.6,22.4,10.0,20.1,0.6,2.3,7.1,8.7,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,.476,.499,.268,.808,.552,48.933,F,anthoca01
461,Bam Adebayo,7.2,2023-24,26,MIA,71,71,1,34.0,7.5,14.3,7.3,13.7,0.2,0.6,4.1,5.5,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,.521,.528,.357,.755,.576,52.852,C-F,adebaba01
462,LeBron James,7.2,2018-19,34,LAL,55,55,1,35.2,10.1,19.9,8.1,14.0,2.0,5.9,5.1,7.6,1.0,7.4,8.5,8.3,1.3,0.6,3.6,1.7,27.4,.510,.582,.339,.665,.588,56.027,F-G,jamesle01
463,Caron Butler,7.2,2007-08,27,WAS,58,58,1,39.9,7.6,16.3,6.4,13.1,1.1,3.2,4.1,4.5,1.6,5.1,6.7,4.9,2.2,0.3,2.6,2.8,20.3,.466,.492,.357,.901,.558,50.053,F,butleca01
464,Dirk Nowitzki,7.2,2014-15,36,DAL,77,77,1,29.6,6.3,13.8,5.0,10.2,1.4,3.6,3.3,3.8,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3,.459,.486,.380,.882,.560,50.753,F-C,nowitdi01
465,Antonio Davis,7.2,2000-01,32,TOR,78,77,1,35.0,4.8,11.1,4.8,11.1,0.0,0.0,4.1,5.4,3.5,6.6,10.1,1.4,0.3,1.9,1.7,2.9,13.7,.433,.434,.000,.754,.508,43.303,F-C,davisan01
466,Shareef Abdur-Rahim,7.2,2001-02,25,ATL,77,77,1,38.7,7.8,16.8,7.5,15.9,0.3,0.9,5.4,6.8,2.6,6.5,9.0,3.1,1.3,1.1,3.2,2.8,21.2,.461,.470,.300,.801,.536,46.916,F,abdursh01
467,Anthony Davis,7.2,2015-16,22,NOP,61,61,1,35.5,9.2,18.6,8.6,16.9,0.6,1.8,5.3,7.0,2.1,8.1,10.3,1.9,1.3,2.0,2.0,2.4,24.3,.493,.511,.324,.758,.559,50.836,F-C,davisan02
468,Donovan Mitchell,7.2,2021-22,25,UTA,67,67,1,33.8,9.2,20.5,5.7,10.8,3.5,9.8,4.0,4.7,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,.448,.533,.355,.853,.572,53.270,G,mitchdo01
469,LaMarcus Aldridge,7.2,2012-13,27,POR,74,74,1,37.7,8.6,17.8,8.6,17.6,0.0,0.2,3.8,4.7,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,.484,.488,.143,.810,.530,48.483,F-C,aldrila01
470,Jason Kidd,7.2,2003-04,30,NJN,67,66,1,36.6,5.5,14.3,4.1,9.9,1.4,4.4,3.1,3.7,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,.384,.411,.321,.827,.485,43.274,G,kiddja01
471,Stephen Curry,7.2,2023-24,35,GSW,74,74,1,32.7,8.8,19.5,4.0,7.7,4.8,11.8,4.0,4.4,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,.450,.515,.408,.923,.616,57.336,G,curryst01
472,Kevin Garnett,7.1,2008-09,32,BOS,57,57,1,31.1,6.9,13.0,6.9,12.8,0.0,0.1,1.9,2.3,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,.531,.534,.250,.841,.563,53.243,F-C,garneke01
473,Pau Gasol,7.1,2015-16,35,CHI,72,72,1,31.8,6.5,13.8,6.2,12.9,0.3,1.0,3.2,4.0,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,16.5,.469,.478,.348,.792,.529,48.141,C-F,gasolpa01
474,Steve Francis,7.1,2003-04,26,HOU,79,79,1,40.4,5.7,14.1,4.8,11.0,0.9,3.2,4.3,5.5,1.5,4.0,5.5,6.2,1.8,0.4,3.7,3.3,16.6,.403,.435,.292,.775,.501,43.554,G,francst01
475,Klay Thompson,7.1,2016-17,26,GSW,78,78,1,34.0,8.3,17.6,4.8,9.3,3.4,8.3,2.4,2.8,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3,.468,.516,.414,.853,.592,56.541,G-F,thompkl01
476,Paul George,7.1,2016-17,26,IND,75,75,1,35.9,8.3,18.0,5.7,11.4,2.6,6.6,4.5,5.0,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,.461,.501,.393,.898,.587,53.375,F-G,georgpa01
477,Tony Parker,7.1,2011-12,29,SAS,60,60,1,32.1,7.1,14.8,6.9,13.8,0.2,1.0,3.8,4.7,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,.480,.498,.230,.799,.539,48.764,G,parketo01
478,Kyle Lowry,7.1,2014-15,28,TOR,70,70,1,34.5,6.1,14.9,4.3,9.3,1.9,5.6,3.6,4.5,0.8,3.9,4.7,6.8,1.6,0.2,2.5,3.0,17.8,.412,.457,.338,.808,.527,47.555,G,lowryky01
479,Paul Pierce,7.1,2003-04,26,BOS,80,80,1,38.7,7.5,18.7,6.1,13.9,1.4,4.8,6.5,7.9,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23.0,.402,.438,.299,.819,.517,44.055,F-G,piercpa01
480,LaMarcus Aldridge,7.0,2011-12,26,POR,55,55,1,36.3,8.8,17.1,8.7,16.9,0.0,0.2,4.1,5.0,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,.512,.516,.182,.814,.560,51.326,F-C,aldrila01
481,Paul Pierce,7.0,2011-12,34,BOS,61,61,1,34.0,6.5,14.6,4.8,10.1,1.6,4.5,4.8,5.6,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,.443,.476,.366,.852,.567,49.888,F-G,piercpa01
482,James Harden,7.0,2020-21,31,BRKHOU,44,43,1,36.6,7.8,16.7,5.0,9.1,2.8,7.6,6.3,7.3,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,.466,.553,.362,.861,.618,54.837,G,hardeja01
483,Vince Carter,7.0,2001-02,25,TOR,60,60,1,39.8,9.3,21.8,7.3,16.6,2.0,5.2,4.1,5.1,2.3,2.9,5.2,4.0,1.6,0.7,2.6,3.2,24.7,.428,.441,.387,.798,.515,47.399,G-F,cartevi01
484,Joe Johnson,7.0,2007-08,26,ATL,82,82,1,40.8,7.9,18.3,5.8,12.8,2.1,5.4,3.9,4.6,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0,21.7,.432,.454,.381,.834,.535,48.864,G-F,johnsjo02
485,Domantas Sabonis,6.9,2020-21,24,IND,62,62,1,36.0,7.8,14.6,7.0,12.0,0.8,2.6,3.9,5.3,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,.535,.582,.321,.732,.601,56.416,C-F,sabondo01
486,Chris Webber,6.9,2002-03,29,SAC,67,67,1,39.1,9.9,21.4,9.8,21.1,0.1,0.3,3.2,5.3,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3.0,23.0,.461,.465,.238,.607,.485,46.301,F-C,webbech01
487,Ben Simmons,6.9,2019-20,23,PHI,57,57,1,35.4,6.6,11.4,6.5,11.2,0.0,0.1,3.2,5.2,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,.580,.583,.286,.621,.602,58.114,G-F,simmobe01
488,Bradley Beal,6.9,2017-18,24,WAS,82,82,1,36.3,8.3,18.1,5.9,11.6,2.4,6.5,3.6,4.5,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,.460,.507,.375,.791,.564,52.729,G,bealbr01
489,Jayson Tatum,6.9,2019-20,21,BOS,66,66,1,34.3,8.4,18.6,5.5,11.5,2.9,7.1,3.8,4.7,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,.450,.480,.403,.812,.567,52.732,F,tatumja01
490,Allen Iverson,6.9,2001-02,26,PHI,60,59,1,43.7,11.1,27.8,9.8,23.4,1.3,4.5,7.9,9.8,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,.398,.419,.291,.812,.489,42.181,G,iversal01
491,Chris Bosh,6.9,2011-12,27,MIA,57,57,1,35.2,6.9,14.2,6.7,13.5,0.2,0.6,4.0,4.9,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,.487,.496,.286,.821,.551,49.318,F-C,boshch01
492,Ray Allen,6.9,2003-04,28,SEA,56,56,1,38.4,8.0,18.2,5.3,11.4,2.6,6.8,4.4,4.8,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,.440,.468,.392,.904,.566,51.229,G,allenra02
493,Russell Westbrook,6.8,2018-19,30,OKC,73,73,1,36.0,8.6,20.2,7.0,14.5,1.6,5.6,4.1,6.2,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,.428,.481,.290,.656,.501,46.809,G,westbru01
494,Kevin Durant,6.8,2022-23,34,BRKPHO,47,47,1,35.6,10.3,18.3,8.3,13.4,2.0,4.9,6.5,7.1,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,.560,.617,.404,.919,.677,61.427,F-G,duranke01
495,Ja Morant,6.7,2021-22,22,MEM,57,57,1,33.1,10.2,20.6,8.6,16.2,1.5,4.5,5.5,7.3,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,.493,.534,.344,.761,.575,53.016,G,moranja01
496,Jrue Holiday,6.7,2022-23,32,MIL,67,65,1,32.6,7.3,15.3,5.0,9.1,2.4,6.1,2.3,2.6,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,.479,.542,.384,.859,.586,55.621,G,holidjr01
497,Glenn Robinson,6.7,2000-01,28,MIL,76,74,1,37.0,9.0,19.2,8.3,16.8,0.7,2.4,3.3,4.0,1.6,5.3,6.9,3.3,1.1,0.8,2.9,2.5,22.0,.468,.493,.299,.820,.525,48.733,F,robingl01
498,Fred VanVleet,6.7,2021-22,27,TOR,65,65,1,37.9,6.8,16.9,3.1,7.0,3.7,9.9,3.0,3.4,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,.403,.440,.377,.874,.552,51.322,G,vanvlfr01
